ticket_id,ticket_no,passenger_id,flight_id,seat,class,price_usd,booking_date,statuss
T0007581,TK4081,P000179,FL000081,17D,Business,10751,10/7/2024,Booked
T0007582,TK4082,P002817,FL000082,6A,Economy,6039,10/8/2024,Booked
T0007583,TK4083,P002131,FL000083,13B,Economy,4833,10/9/2024,Booked
T0007584,TK4084,P000200,FL000084,41E,Economy,4516,10/10/2024,Booked
T0007585,TK4085,P000694,FL000085,32F,Economy,3596,10/11/2024,Booked
T0007586,TK4086,P000952,FL000086,31C,Premium Economy,7686,10/12/2024,Booked
T0007587,TK4087,P000515,FL000087,59F,Economy,3791,10/13/2024,Checked-In
T0007588,TK4088,P000997,FL000088,22C,Economy,931,10/14/2024,Booked
T0007589,TK4089,P000122,FL000089,24B,Business,6769,10/15/2024,Booked
T0007590,TK4090,P004462,FL000090,36D,Business,14318,10/16/2024,Booked
T0007591,TK4091,P000010,FL000091,26F,Premium Economy,10018,10/17/2024,Booked
T0007592,TK4092,P003199,FL000092,56D,Premium Economy,7079,10/18/2024,Booked
T0007593,TK4093,P003426,FL000093,37B,Economy,5280,10/19/2024,Booked
T0007594,TK4094,P000433,FL000094,49E,Premium Economy,9402,10/20/2024,Booked
T0007595,TK4095,P000621,FL000095,31F,Economy,5600,10/21/2024,Checked-In
T0007596,TK4096,P002015,FL000096,59A,Business,21075,10/22/2024,Cancelled
T0007597,TK4097,P000584,FL000097,51A,Economy,4756,10/23/2024,Booked
T0007598,TK4098,P002898,FL000098,33B,Economy,4249,10/24/2024,Booked
T0007599,TK4099,P000902,FL000099,45A,Economy,3352,10/25/2024,Booked
T0007600,TK4100,P000400,FL000100,1E,Business,17164,10/26/2024,Booked
T0007601,TK4101,P000023,FL000101,4C,Economy,2575,10/27/2024,Booked
T0007602,TK4102,P002961,FL000102,23A,Economy,1794,10/28/2024,Booked
T0007603,TK4103,P004261,FL000103,30F,Business,20843,10/29/2024,Booked
T0007604,TK4104,P000147,FL000104,22B,Economy,1871,10/30/2024,Booked
T0007605,TK4105,P004551,FL000105,47C,Economy,1932,10/31/2024,Booked
T0007606,TK4106,P000410,FL000106,17F,Economy,3980,11/1/2024,Booked
T0007607,TK4107,P001484,FL000107,45E,Business,8083,11/2/2024,Booked
T0007608,TK4108,P001229,FL000108,23E,Economy,1991,11/3/2024,Cancelled
T0007609,TK4109,P001275,FL000109,57B,Economy,1671,11/4/2024,Booked
T0007610,TK4110,P003736,FL000110,39E,Economy,4748,11/5/2024,Booked
T0007611,TK4111,P004812,FL000111,3F,Economy,519,11/6/2024,Booked
T0007612,TK4112,P000194,FL000112,16A,Business,2997,11/7/2024,Checked-In
T0007613,TK4113,P000553,FL000113,47B,Economy,5376,11/8/2024,Booked
T0007614,TK4114,P000895,FL000114,24F,Economy,5658,11/9/2024,Booked
T0007615,TK4115,P000179,FL000115,52F,Economy,6215,11/10/2024,Booked
T0007616,TK4116,P000104,FL000116,38A,Economy,1200,11/11/2024,Checked-In
T0007617,TK4117,P000978,FL000117,59E,Economy,4175,11/12/2024,Booked
T0007618,TK4118,P000698,FL000118,41D,Premium Economy,8260,11/13/2024,Cancelled
T0007619,TK4119,P004001,FL000119,31E,Premium Economy,11394,11/14/2024,Cancelled
T0007620,TK4120,P000089,FL000120,36F,Economy,1882,11/15/2024,Checked-In
T0007621,TK4121,P000100,FL000121,13B,Economy,1123,11/16/2024,Booked
T0007622,TK4122,P000939,FL000122,11D,Economy,3805,11/17/2024,Booked
T0007623,TK4123,P000031,FL000123,39A,Economy,3280,11/18/2024,Booked
T0007624,TK4124,P002046,FL000124,45C,Economy,2158,11/19/2024,Booked
T0007625,TK4125,P000786,FL000125,32E,Premium Economy,8783,11/20/2024,Booked
T0007626,TK4126,P000178,FL000126,29E,Economy,5541,11/21/2024,Booked
T0007627,TK4127,P000067,FL000127,47F,Economy,5637,11/22/2024,Booked
T0007628,TK4128,P004649,FL000128,23B,Premium Economy,8857,11/23/2024,Checked-In
T0007629,TK4129,P000300,FL000129,37B,Economy,4358,11/24/2024,Booked
T0007630,TK4130,P000222,FL000130,39A,Economy,1193,11/25/2024,Booked
T0007631,TK4131,P001766,FL000131,50D,Economy,5834,11/26/2024,Booked
T0007632,TK4132,P000067,FL000132,43C,Economy,1987,11/27/2024,Cancelled
T0007633,TK4133,P000055,FL000133,6C,Economy,2113,11/28/2024,Checked-In
T0007634,TK4134,P000857,FL000134,58E,Premium Economy,1817,11/29/2024,Checked-In
T0007635,TK4135,P000164,FL000135,7A,Economy,1064,11/30/2024,Booked
T0007636,TK4136,P003668,FL000136,56D,Premium Economy,10361,12/1/2024,Booked
T0007637,TK4137,P000601,FL000137,54E,Premium Economy,1836,12/2/2024,Booked
T0007638,TK4138,P000150,FL000138,40F,Economy,1954,12/3/2024,Booked
T0007639,TK4139,P000106,FL000139,4A,Economy,5532,12/4/2024,Booked
T0007640,TK4140,P000900,FL000140,58B,Economy,1127,12/5/2024,Booked
T0007641,TK4141,P000761,FL000141,42A,Premium Economy,4635,12/6/2024,Booked
T0007642,TK4142,P000066,FL000142,12D,Business,10475,12/7/2024,Checked-In
T0007643,TK4143,P004574,FL000143,42F,Economy,985,12/8/2024,Booked
T0007644,TK4144,P003725,FL000144,4F,Economy,1048,12/9/2024,Cancelled
T0007645,TK4145,P000124,FL000145,56C,Economy,4798,12/10/2024,Booked
T0007646,TK4146,P000196,FL000146,49B,Economy,3570,12/11/2024,Booked
T0007647,TK4147,P000652,FL000147,9F,Economy,4145,12/12/2024,Booked
T0007648,TK4148,P002242,FL000148,52A,Economy,2087,12/13/2024,Booked
T0007649,TK4149,P000753,FL000149,58E,Economy,2801,12/14/2024,Booked
T0007650,TK4150,P001236,FL000150,26F,Economy,1652,12/15/2024,Booked
T0007651,TK4151,P004422,FL000151,15A,Economy,6606,12/16/2024,Booked
T0007652,TK4152,P001082,FL000152,13C,Economy,1612,12/17/2024,Checked-In
T0007653,TK4153,P000819,FL000153,56C,Economy,1722,12/18/2024,Checked-In
T0007654,TK4154,P002006,FL000154,25B,Economy,1323,12/19/2024,Checked-In
T0007655,TK4155,P000280,FL000155,20B,Business,26081,12/20/2024,Checked-In
T0007656,TK4156,P000008,FL000156,4B,Economy,5880,12/21/2024,Cancelled
T0007657,TK4157,P000136,FL000157,35A,Economy,1610,12/22/2024,Booked
T0007658,TK4158,P000061,FL000158,18F,Economy,5493,12/23/2024,Booked
T0007659,TK4159,P000574,FL000159,14F,Economy,1152,12/24/2024,Booked
T0007660,TK4160,P003172,FL000160,16B,Economy,4990,12/25/2024,Booked
T0007661,TK4161,P000874,FL000161,60C,Premium Economy,2743,12/26/2024,Booked
T0007662,TK4162,P004148,FL000162,23C,Economy,1160,12/27/2024,Booked
T0007663,TK4163,P003853,FL000163,17D,Economy,5388,12/28/2024,Booked
T0007664,TK4164,P000718,FL000164,46E,Economy,1257,12/29/2024,Booked
T0007665,TK4165,P000994,FL000165,14F,Economy,752,12/30/2024,Checked-In
T0007666,TK4166,P002505,FL000166,42E,Business,2167,12/31/2024,Booked
T0007667,TK4167,P000309,FL000167,6D,Economy,2334,1/1/2025,Cancelled
T0007668,TK4168,P003870,FL000168,26C,Premium Economy,4618,1/2/2025,Booked
T0007669,TK4169,P000709,FL000169,8E,Economy,4839,1/3/2025,Booked
T0007670,TK4170,P002154,FL000170,14B,Economy,4690,1/4/2025,Booked
T0007671,TK4171,P002261,FL000171,29B,Economy,759,1/5/2025,Checked-In
T0007672,TK4172,P000332,FL000172,16A,Economy,1207,1/6/2025,Booked
T0007673,TK4173,P001324,FL000173,10C,Economy,883,1/7/2025,Booked
T0007674,TK4174,P003195,FL000174,21E,Economy,2355,1/8/2025,Booked
T0007675,TK4175,P000167,FL000175,2A,Economy,5852,1/9/2025,Checked-In
T0007676,TK4176,P000237,FL000176,7C,Premium Economy,4568,1/10/2025,Checked-In
T0007677,TK4177,P004050,FL000177,18E,Business,13943,1/11/2025,Cancelled
T0007678,TK4178,P002466,FL000178,3C,Economy,6277,1/12/2025,Booked
T0007679,TK4179,P000713,FL000179,4C,Premium Economy,1718,1/13/2025,Booked
T0007680,TK4180,P004153,FL000180,3E,Premium Economy,3474,1/14/2025,Booked
T0007681,TK4181,P000175,FL000181,44D,Premium Economy,8548,1/15/2025,Booked
T0007682,TK4182,P000976,FL000182,2E,Premium Economy,1327,1/16/2025,Cancelled
T0007683,TK4183,P000560,FL000183,37D,Economy,1456,1/17/2025,Cancelled
T0007684,TK4184,P004485,FL000184,15A,Economy,5664,1/18/2025,Cancelled
T0007685,TK4185,P000228,FL000185,46F,Premium Economy,1942,1/19/2025,Booked
T0007686,TK4186,P003771,FL000186,43A,Economy,5139,1/20/2025,Checked-In
T0007687,TK4187,P000276,FL000187,52A,Business,8544,1/21/2025,Booked
T0007688,TK4188,P001467,FL000188,53B,Economy,1935,1/22/2025,Booked
T0007689,TK4189,P000319,FL000189,25B,Premium Economy,3878,1/23/2025,Booked
T0007690,TK4190,P004205,FL000190,55F,Economy,1038,1/24/2025,Checked-In
T0007691,TK4191,P002132,FL000191,52E,Economy,1987,1/25/2025,Checked-In
T0007692,TK4192,P002363,FL000192,23E,Economy,5465,1/26/2025,Checked-In
T0007693,TK4193,P000207,FL000193,23B,Economy,3016,1/27/2025,Booked
T0007694,TK4194,P000798,FL000194,32F,Economy,3495,1/28/2025,Booked
T0007695,TK4195,P004928,FL000195,35F,Economy,2539,1/29/2025,Checked-In
T0007696,TK4196,P000938,FL000196,38E,Economy,4167,1/30/2025,Checked-In
T0007697,TK4197,P004956,FL000197,54B,Economy,6111,1/31/2025,Booked
T0007698,TK4198,P000073,FL000198,48D,Economy,4044,2/1/2025,Booked
T0007699,TK4199,P000100,FL000199,55F,Economy,2005,2/2/2025,Checked-In
T0007700,TK4200,P002783,FL000200,60E,Economy,6320,2/3/2025,Booked
T0007701,TK4201,P000400,FL000201,14A,Premium Economy,1381,2/4/2025,Booked
T0007702,TK4202,P000696,FL000202,43C,Economy,980,2/5/2025,Checked-In
T0007703,TK4203,P000241,FL000203,58F,Economy,5308,2/6/2025,Checked-In
T0007704,TK4204,P000827,FL000204,46F,Premium Economy,1615,2/7/2025,Booked
T0007705,TK4205,P000723,FL000205,27D,Economy,5379,2/8/2025,Booked
T0007706,TK4206,P000070,FL000206,40A,Economy,3964,2/9/2025,Checked-In
T0007707,TK4207,P002098,FL000207,33C,Economy,5540,2/10/2025,Checked-In
T0007708,TK4208,P002623,FL000208,1D,Economy,1742,2/11/2025,Booked
T0007709,TK4209,P000531,FL000209,10C,Economy,1404,2/12/2025,Booked
T0007710,TK4210,P002587,FL000210,27A,Economy,4947,2/13/2025,Booked
T0007711,TK4211,P003630,FL000211,47C,Economy,1526,2/14/2025,Booked
T0007712,TK4212,P000568,FL000212,21F,Business,9522,2/15/2025,Booked
T0007713,TK4213,P000011,FL000213,53A,Economy,1718,2/16/2025,Booked
T0007714,TK4214,P000109,FL000214,56D,Business,3704,2/17/2025,Cancelled
T0007715,TK4215,P004213,FL000215,39C,Economy,2040,2/18/2025,Booked
T0007716,TK4216,P000402,FL000216,2A,Economy,2017,2/19/2025,Booked
T0007717,TK4217,P002613,FL000217,54A,Economy,4673,2/20/2025,Booked
T0007718,TK4218,P000777,FL000218,34E,Economy,5186,2/21/2025,Booked
T0007719,TK4219,P000065,FL000219,52D,Economy,3077,2/22/2025,Booked
T0007720,TK4220,P000928,FL000220,35F,Economy,956,2/23/2025,Booked
T0007721,TK4221,P000231,FL000221,55A,Business,2898,2/24/2025,Booked
T0007722,TK4222,P004526,FL000222,6E,Economy,1572,2/25/2025,Booked
T0007723,TK4223,P000134,FL000223,24F,Economy,4823,2/26/2025,Checked-In
T0007724,TK4224,P003295,FL000224,3B,Economy,1695,2/27/2025,Checked-In
T0007725,TK4225,P003495,FL000225,51F,Business,8582,2/28/2025,Checked-In
T0007726,TK4226,P000163,FL000226,9B,Economy,5571,3/1/2025,Booked
T0007727,TK4227,P000018,FL000227,26C,Economy,5471,3/2/2025,Cancelled
T0007728,TK4228,P000096,FL000228,33B,Economy,5759,3/3/2025,Checked-In
T0007729,TK4229,P000324,FL000229,59B,Economy,1024,3/4/2025,Booked
T0007730,TK4230,P000895,FL000230,25E,Premium Economy,7255,3/5/2025,Booked
T0007731,TK4231,P000554,FL000231,24B,Economy,5107,3/6/2025,Booked
T0007732,TK4232,P000074,FL000232,9A,Economy,5183,3/7/2025,Booked
T0007733,TK4233,P002755,FL000233,43C,Economy,4895,3/8/2025,Booked
T0007734,TK4234,P001936,FL000234,45D,Economy,4526,3/9/2025,Booked
T0007735,TK4235,P000146,FL000235,3E,Economy,604,3/10/2025,Booked
T0007736,TK4236,P000476,FL000236,55A,Economy,3200,3/11/2025,Booked
T0007737,TK4237,P000206,FL000237,2B,Business,18546,3/12/2025,Booked
T0007738,TK4238,P000033,FL000238,16B,Economy,1446,3/13/2025,Booked
T0007739,TK4239,P001913,FL000239,1A,Economy,1905,3/14/2025,Booked
T0007740,TK4240,P000206,FL000240,20A,Economy,5799,3/15/2025,Booked
T0007741,TK4241,P002120,FL000241,52D,Premium Economy,2461,3/16/2025,Checked-In
T0007742,TK4242,P003447,FL000242,49D,Premium Economy,6882,3/17/2025,Booked
T0007743,TK4243,P003210,FL000243,22F,Premium Economy,1496,3/18/2025,Booked
T0007744,TK4244,P001590,FL000244,4E,Economy,5723,3/19/2025,Booked
T0007745,TK4245,P002306,FL000245,35A,Economy,5500,3/20/2025,Checked-In
T0007746,TK4246,P004022,FL000246,9E,Premium Economy,9435,3/21/2025,Booked
T0007747,TK4247,P000553,FL000247,39E,Economy,4309,3/22/2025,Booked
T0007748,TK4248,P000358,FL000248,27A,Economy,5190,3/23/2025,Cancelled
T0007749,TK4249,P000050,FL000249,15E,Economy,3162,3/24/2025,Booked
T0007750,TK4250,P000005,FL000250,48D,Economy,4975,3/25/2025,Checked-In
T0007751,TK4251,P002838,FL000251,38F,Premium Economy,10028,3/26/2025,Checked-In
T0007752,TK4252,P002788,FL000252,38C,Economy,1259,3/27/2025,Checked-In
T0007753,TK4253,P004324,FL000253,36C,Premium Economy,1973,3/28/2025,Booked
T0007754,TK4254,P000515,FL000254,29B,Premium Economy,2077,3/29/2025,Booked
T0007755,TK4255,P000227,FL000255,48A,Economy,1270,3/30/2025,Checked-In
T0007756,TK4256,P000087,FL000256,42D,Economy,1558,3/31/2025,Booked
T0007757,TK4257,P000627,FL000257,26E,Business,4857,4/1/2025,Cancelled
T0007758,TK4258,P004899,FL000258,52D,Economy,4955,4/2/2025,Booked
T0007759,TK4259,P000426,FL000259,26D,Premium Economy,5863,4/3/2025,Booked
T0007760,TK4260,P000183,FL000260,46A,Economy,3609,4/4/2025,Cancelled
T0007761,TK4261,P001856,FL000261,30E,Economy,5435,4/5/2025,Cancelled
T0007762,TK4262,P000210,FL000262,12A,Economy,2698,4/6/2025,Checked-In
T0007763,TK4263,P003882,FL000263,6E,Economy,996,4/7/2025,Booked
T0007764,TK4264,P003071,FL000264,27C,Economy,5574,4/8/2025,Booked
T0007765,TK4265,P003390,FL000265,42F,Economy,947,4/9/2025,Booked
T0007766,TK4266,P000160,FL000266,7E,Business,20217,4/10/2025,Checked-In
T0007767,TK4267,P000159,FL000267,57E,Economy,5794,4/11/2025,Booked
T0007768,TK4268,P000613,FL000268,20C,Business,2505,4/12/2025,Booked
T0007769,TK4269,P000103,FL000269,22C,Business,20870,4/13/2025,Checked-In
T0007770,TK4270,P000402,FL000270,53C,Business,2712,4/14/2025,Booked
T0007771,TK4271,P000960,FL000271,37B,Economy,6218,4/15/2025,Checked-In
T0007772,TK4272,P000181,FL000272,59A,Premium Economy,1379,4/16/2025,Booked
T0007773,TK4273,P000197,FL000273,45A,Economy,1954,4/17/2025,Booked
T0007774,TK4274,P000912,FL000274,25F,Economy,6246,4/18/2025,Checked-In
T0007775,TK4275,P004420,FL000275,19F,Economy,635,4/19/2025,Booked
T0007776,TK4276,P000115,FL000276,55D,Business,17198,4/20/2025,Booked
T0007777,TK4277,P000204,FL000277,54B,Economy,1295,4/21/2025,Booked
T0007778,TK4278,P000472,FL000278,47B,Economy,5140,4/22/2025,Booked
T0007779,TK4279,P000165,FL000279,51C,Economy,2525,4/23/2025,Booked
T0007780,TK4280,P000581,FL000280,39F,Economy,1804,4/24/2025,Booked
T0007781,TK4281,P000377,FL000281,6E,Economy,5429,4/25/2025,Booked
T0007782,TK4282,P000550,FL000282,39F,Premium Economy,11570,4/26/2025,Booked
T0007783,TK4283,P000715,FL000283,39B,Economy,4395,4/27/2025,Cancelled
T0007784,TK4284,P000063,FL000284,50D,Economy,5182,4/28/2025,Booked
T0007785,TK4285,P003244,FL000285,51D,Economy,1711,4/29/2025,Booked
T0007786,TK4286,P001675,FL000286,5A,Economy,1118,4/30/2025,Booked
T0007787,TK4287,P000502,FL000287,13F,Economy,4467,5/1/2025,Booked
T0007788,TK4288,P000064,FL000288,39F,Economy,5952,5/2/2025,Booked
T0007789,TK4289,P000208,FL000289,55F,Economy,1375,5/3/2025,Booked
T0007790,TK4290,P000342,FL000290,32F,Economy,4776,5/4/2025,Booked
T0007791,TK4291,P001190,FL000291,36E,Economy,4783,5/5/2025,Cancelled
T0007792,TK4292,P004840,FL000292,24A,Business,11166,5/6/2025,Checked-In
T0007793,TK4293,P000097,FL000293,7F,Economy,1131,5/7/2025,Checked-In
T0007794,TK4294,P000899,FL000294,26A,Economy,5073,5/8/2025,Booked
T0007795,TK4295,P004911,FL000295,11C,Economy,3662,5/9/2025,Booked
T0007796,TK4296,P003580,FL000296,2E,Economy,1021,5/10/2025,Booked
T0007797,TK4297,P000163,FL000297,3D,Economy,4736,5/11/2025,Booked
T0007798,TK4298,P004611,FL000298,11A,Economy,1595,5/12/2025,Booked
T0007799,TK4299,P001199,FL000299,44E,Economy,5714,5/13/2025,Booked
T0007800,TK4300,P004824,FL000300,35E,Economy,1399,5/14/2025,Cancelled
T0007801,TK4301,P002115,FL000301,22B,Economy,1657,5/15/2025,Booked
T0007802,TK4302,P001941,FL000302,34E,Economy,695,5/16/2025,Booked
T0007803,TK4303,P004738,FL000303,32D,Economy,1832,5/17/2025,Booked
T0007804,TK4304,P002091,FL000304,28A,Economy,3030,5/18/2025,Booked
T0007805,TK4305,P000414,FL000305,59F,Economy,4892,5/19/2025,Booked
T0007806,TK4306,P001536,FL000306,25B,Economy,4234,5/20/2025,Booked
T0007807,TK4307,P003898,FL000307,24B,Premium Economy,5382,5/21/2025,Booked
T0007808,TK4308,P000381,FL000308,7B,Economy,2046,5/22/2025,Cancelled
T0007809,TK4309,P003590,FL000309,51F,Economy,6241,5/23/2025,Booked
T0007810,TK4310,P000771,FL000310,21C,Economy,5859,5/24/2025,Booked
T0007811,TK4311,P000421,FL000311,12C,Economy,5800,5/25/2025,Booked
T0007812,TK4312,P001282,FL000312,39F,Business,17477,5/26/2025,Booked
T0007813,TK4313,P001058,FL000313,28C,Business,6303,5/27/2025,Checked-In
T0007814,TK4314,P000534,FL000314,12A,Economy,6495,5/28/2025,Booked
T0007815,TK4315,P001586,FL000315,29B,Economy,1390,5/29/2025,Booked
T0007816,TK4316,P000221,FL000316,34C,Economy,6473,5/30/2025,Booked
T0007817,TK4317,P001081,FL000317,21E,Economy,4668,5/31/2025,Booked
T0007818,TK4318,P004890,FL000318,8A,Economy,5884,6/1/2025,Booked
T0007819,TK4319,P000221,FL000319,13F,Business,4265,6/2/2025,Booked
T0007820,TK4320,P001356,FL000320,17A,Economy,1918,6/3/2025,Checked-In
T0007821,TK4321,P004020,FL000321,29E,Economy,1204,6/4/2025,Booked
T0007822,TK4322,P000359,FL000322,47C,Economy,3682,6/5/2025,Booked
T0007823,TK4323,P002511,FL000323,12E,Premium Economy,7511,6/6/2025,Booked
T0007824,TK4324,P002694,FL000324,59F,Economy,2287,6/7/2025,Booked
T0007825,TK4325,P001388,FL000325,8B,Economy,5078,6/8/2025,Booked
T0007826,TK4326,P000057,FL000326,53C,Premium Economy,8622,6/9/2025,Booked
T0007827,TK4327,P000515,FL000327,40E,Economy,2550,6/10/2025,Checked-In
T0007828,TK4328,P000330,FL000328,38E,Premium Economy,1100,6/11/2025,Checked-In
T0007829,TK4329,P000145,FL000329,55E,Economy,3683,6/12/2025,Booked
T0007830,TK4330,P000195,FL000330,59B,Economy,4513,6/13/2025,Booked
T0007831,TK4331,P000037,FL000331,38A,Economy,3830,6/14/2025,Booked
T0007832,TK4332,P004273,FL000332,44F,Economy,6426,6/15/2025,Booked
T0007833,TK4333,P001182,FL000333,38F,Economy,1893,6/16/2025,Booked
T0007834,TK4334,P004486,FL000334,35A,Premium Economy,6269,6/17/2025,Booked
T0007835,TK4335,P002523,FL000335,6C,Economy,784,6/18/2025,Booked
T0007836,TK4336,P000406,FL000336,17C,Economy,4932,6/19/2025,Booked
T0007837,TK4337,P000286,FL000337,50A,Business,24276,6/20/2025,Booked
T0007838,TK4338,P001615,FL000338,32C,Economy,2578,6/21/2025,Booked
T0007839,TK4339,P002725,FL000339,49D,Economy,1946,6/22/2025,Booked
T0007840,TK4340,P000863,FL000340,33D,Economy,6449,6/23/2025,Booked
T0007841,TK4341,P004787,FL000341,20F,Premium Economy,4466,6/24/2025,Checked-In
T0007842,TK4342,P001657,FL000342,38D,Premium Economy,1003,6/25/2025,Booked
T0007843,TK4343,P000311,FL000343,53C,Economy,726,6/26/2025,Booked
T0007844,TK4344,P000023,FL000344,8C,Economy,2486,6/27/2025,Cancelled
T0007845,TK4345,P003546,FL000345,15D,Business,5802,6/28/2025,Booked
T0007846,TK4346,P000412,FL000346,34F,Economy,1667,6/29/2025,Booked
T0007847,TK4347,P000231,FL000347,13D,Premium Economy,9989,6/30/2025,Checked-In
T0007848,TK4348,P000906,FL000348,3B,Economy,927,7/1/2025,Checked-In
T0007849,TK4349,P004114,FL000349,60A,Economy,2357,7/2/2025,Booked
T0007850,TK4350,P001818,FL000350,27A,Economy,5286,7/3/2025,Booked
T0007851,TK4351,P000236,FL000351,44B,Premium Economy,1119,7/4/2025,Booked
T0007852,TK4352,P002030,FL000352,29B,Economy,5843,7/5/2025,Booked
T0007853,TK4353,P002336,FL000353,35C,Economy,788,7/6/2025,Booked
T0007854,TK4354,P001277,FL000354,38E,Economy,5560,7/7/2025,Booked
T0007855,TK4355,P000532,FL000355,35E,Economy,6247,7/8/2025,Booked
T0007856,TK4356,P000389,FL000356,18E,Economy,2429,7/9/2025,Booked
T0007857,TK4357,P000676,FL000357,36A,Economy,4334,7/10/2025,Cancelled
T0007858,TK4358,P000006,FL000358,51C,Economy,5663,7/11/2025,Booked
T0007859,TK4359,P003764,FL000359,51D,Economy,3393,7/12/2025,Booked
T0007860,TK4360,P000067,FL000360,13C,Economy,3842,7/13/2025,Booked
T0007861,TK4361,P000183,FL000361,43F,Economy,5615,7/14/2025,Booked
T0007862,TK4362,P001527,FL000362,56B,Economy,1245,7/15/2025,Booked
T0007863,TK4363,P000135,FL000363,2A,Economy,1007,7/16/2025,Booked
T0007864,TK4364,P000195,FL000364,47A,Business,3170,7/17/2025,Checked-In
T0007865,TK4365,P000088,FL000365,7F,Business,5457,7/18/2025,Booked
T0007866,TK4366,P001130,FL000366,57E,Premium Economy,10419,7/19/2025,Checked-In
T0007867,TK4367,P003397,FL000367,25C,Premium Economy,2900,7/20/2025,Booked
T0007868,TK4368,P004353,FL000368,54C,Economy,2090,7/21/2025,Booked
T0007869,TK4369,P000225,FL000369,34F,Economy,758,7/22/2025,Booked
T0007870,TK4370,P000075,FL000370,11B,Premium Economy,9947,7/23/2025,Booked
T0007871,TK4371,P002388,FL000371,58D,Business,23073,7/24/2025,Booked
T0007872,TK4372,P000365,FL000372,33D,Premium Economy,9918,7/25/2025,Booked
T0007873,TK4373,P002356,FL000373,11A,Economy,4384,7/26/2025,Booked
T0007874,TK4374,P000233,FL000374,56F,Economy,1072,7/27/2025,Booked
T0007875,TK4375,P000168,FL000375,27D,Economy,5616,7/28/2025,Cancelled
T0007876,TK4376,P000237,FL000376,41E,Economy,711,7/29/2025,Cancelled
T0007877,TK4377,P000303,FL000377,36D,Premium Economy,5142,7/30/2025,Booked
T0007878,TK4378,P000690,FL000378,31D,Economy,1522,7/31/2025,Booked
T0007879,TK4379,P001539,FL000379,59A,Economy,2415,8/1/2025,Booked
T0007880,TK4380,P000271,FL000380,4C,Economy,2741,8/2/2025,Booked
